-15.32,7.92,-11.96,0.95,1.25,0.55
17.94,-9.72,-22.37,-1.30,-2.11,-2.82
9.15,-0.79,-3.82,-0.15,-0.14,-0.12
8.53,-0.72,-3.39,-0.14,-0.13,-0.12
8.76,-0.65,-3.85,-0.10,-0.07,-0.02
8.63,-0.58,-3.79,-0.06,-0.08,0.02
8.67,-0.60,-3.40,0.06,-0.63,0.01
10.19,-0.66,-4.28,-1.02,-5.86,0.78
12.44,-3.76,0.16,0.17,-0.45,-1.35
10.29,-3.81,-3.99,0.33,3.19,0.19
11.65,2.92,-9.53,0.61,4.22,0.86
8.76,5.46,-20.61,0.22,2.71,3.15
10.94,-0.10,-8.94,-1.06,-2.52,-0.09
15.95,-3.34,-12.69,-0.24,-0.34,-0.73
9.02,-0.78,-3.69,-0.03,-0.05,0.01
8.74,-0.82,-3.51,-0.15,-0.07,-0.04
8.82,-0.70,-3.57,-0.12,-0.02,-0.02
8.73,-0.82,-3.66,-0.08,-0.07,-0.01
8.83,-0.80,-2.91,-0.20,-0.67,-0.02
11.85,-4.88,-7.18,-1.87,-5.31,2.02
10.50,-2.66,0.77,-0.59,0.58,1.76
11.69,3.52,-4.64,-0.32,3.27,1.64
6.39,6.75,-5.93,-1.91,3.36,1.92
